objectid,site_name,dno_area,substation_id,site_type,transformer_rating__kva,firm_capacity__mva,customer_numbers,customer_numbers_filtered,site_level,three_phase,primary_voltage__kv_,secondary_voltage__kv_,maximum_demand__kw_,upstream_substation,postcode,postcodes_fed,postal_sectors_fed,eastings,northings,slope,slope_dimensionless,twi,spi,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low,degree_high_class,degree_med_class,degree_low_class,degree_high_norm,degree_med_norm,degree_low_norm,twi_class,twi_class_norm,spi_class,spi_class_norm,combined_norm,site_type_class_high,site_type_class_med,site_type_class_low,site_type_norm_high,site_type_norm_med,site_type_norm_low,customers_class,customers_class_norm,high,med,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LUNEDALE HUNTER,North East,8.5697E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0PP,Redacted,Not Applicable,392513,520680,4.802647114,0.084018873,4.779298782,0.840188742,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,MICKLETON EAST,North East,2.30077E+11,Pole Mounted,50,Not Applicable,15,15,Distribution,Unknown,20,0.4,27.3,HARMIRE BRIDGE,DL12 0JR,"DL12 0JR, DL12 0LP, DL12 0JY, DL12 0JX",Not Applicable,397634,523684,4.946651459,0.086550505,9.282211304,80.49196625,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MICKLETON SWARTHYMERE,North East,5.11302E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0LU,Redacted,Not Applicable,396130,522490,12.25721359,0.217253123,4.522424221,4.345062256,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,4,0.75,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,MICKLETON WEST,North East,8.68399E+11,Pole Mounted,200,Not Applicable,90,90,Distribution,Yes,20,0.4,91.8,HARMIRE BRIDGE,DL12 0LJ,"DL12 0JZ, DL12 0LQ, DL12 0LD, DL12 0LN, DL12 0LL, DL12 0LJ, DL12 0JE, DL12 0JY, DL12 0LA, DL12 0LG, DL12 0JD, DL12 0LT, DL12 0LF, DL12 0JR, DL12 0LR, DL12 0LE, DL12 0LB",Not Applicable,396635,523768,3.437215805,0.060062803,6.724387646,3.003140211,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,MICKLETON WEST TOFTS,North East,1.76479E+11,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0LR,Redacted,Not Applicable,396226,524096,1.761527658,0.030754148,5.784315586,0.30754149,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,MICKLETON WESTFIELD,North East,9.94982E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0PN,Redacted,Not Applicable,395744,523813,5.656175137,0.09904082,6.001102448,3.961632729,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,4,0.75,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MIDDLE MOOR,North East,23831890510,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,EASTGATE CEMENT,DL12 0EE,Redacted,Not Applicable,387760,529305,9.692840576,0.170804527,4.762968063,3.41609025,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,4,0.75,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,MIDDLESIDE EAST,North East,2.69911E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0QX,Redacted,Not Applicable,393222,526705,8.186600685,0.143863491,7.905037403,56.10675812,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MIDDLETON DYKE,North East,1.9119E+11,Pole Mounted,50,Not Applicable,13,13,Distribution,Unknown,20,0.4,14.9,HARMIRE BRIDGE,DL12 0RS,"DL12 0RR, DL12 0RT, DL12 0RW, DL12 0RJ, DL12 0RS",Not Applicable,395072,526334,2.378178596,0.0415309,11.56840229,182.3206482,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MIDDLETON HARDBERRY,North East,8.58311E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0QY,Redacted,Not Applicable,393962,527930,6.000010967,0.105104429,5.248533249,2.102088451,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,MIDDLETON HEAD,North East,5.79465E+11,Pole Mounted,50,Not Applicable,9,9,Distribution,Unknown,20,0.4,11.2,HARMIRE BRIDGE,DL12 0QT,"DL12 0QU, DL12 0QY, DL12 0QT",Not Applicable,394155,526051,4.578894138,0.080087349,6.213516712,3.203494072,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,MIDDLETON HUDGATE,North East,9.05336E+11,Pole Mounted,100,Not Applicable,13,13,Distribution,Unknown,20,0.4,13.6,HARMIRE BRIDGE,DL12 0QR,"DL12 0QP, DL12 0UX, DL12 0QR, DL12 0QS",Not Applicable,394146,525740,4.296368122,0.075126631,4.891165257,0.75126636,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,MIDDLETON JUBILEE,North East,6.94739E+11,Ground Mounted,1000,Not Applicable,205,205,Distribution,Yes,20,0.4,350,HARMIRE BRIDGE,DL12 0TD,"DL12 0SS, DL12 0SX, DL12 0TA, DL12 0TE, DL12 0SY, DL12 8NR, DL12 0RT, DL12 0TB, DL12 0TW, DL12 0SU, DL12 0QE, DL12 0SN, DL12 0RY, DL12 0SZ, DL12 0TD, DL12 0TF",Not Applicable,395177,525394,3.507411242,0.061292456,5.094683647,0.612924576,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,MIDDLETON MOOR,North East,2.20568E+11,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0RP,Redacted,Not Applicable,395327,527089,9.777705193,0.172329292,4.060933113,1.723292947,Heather grassland,0.05,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,MIDDLETON NEWHOLME,North East,5.8667E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0RP,Redacted,Not Applicable,395172,526619,7.823366165,0.137398453,4.287455082,1.373984575,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,MIDDLETON ROSEBERRY,North East,4.74456E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0RN,Redacted,Not Applicable,395042,525895,8.727621078,0.153514906,5.562837124,6.14059639,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,4,0.75,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,MIDDLETON STOTLEY,North East,6.68871E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0RY,Redacted,Not Applicable,396778,525564,8.994187355,0.158280447,5.937731266,9.496826172,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,4,0.75,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,MIDDLETON TELECOM,North East,7.82601E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0RT,Redacted,Not Applicable,395813,526159,10.82600975,0.191230718,6.595917225,26.77230072,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,5,1,0.75,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,MIDDLETON WEST SW,North East,5.01532E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,TBC,DL12 0PJ,Redacted,Not Applicable,394335,525191,6.329157829,0.11091616,4.501565933,1.109161615,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,MIDDLETON WOODBINE,North East,7.30891E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0RP,Redacted,Not Applicable,395472,526986,15.5609951,0.278471323,4.274172306,5.569426537,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,4,0.75,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,NEAMOUR HALL,North East,86291387864,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 0AT,Redacted,Not Applicable,400066,524802,8.56682682,0.150643609,6.903473854,22.59654236,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,NEWBIGGIN PLEASANT,North East,7.89607E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,EASTGATE CEMENT,DL12 0UG,Redacted,Not Applicable,392054,527767,12.3078928,0.218179569,3.825021982,2.181795597,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,NEWBIGGIN PUMPS,North East,5.04225E+11,Pole Mounted,100,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,EASTGATE CEMENT,DL12 0TY,Redacted,Not Applicable,391327,528405,1.886541843,0.032938271,6.408852577,0.658765376,Heather,0.05,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,2,0.25,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,NEWBIGGIN SUMMERY,North East,3.35062E+11,Pole Mounted,8,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,EASTGATE CEMENT,DL12 0UF,Redacted,Not Applicable,391034,528581,8.813487053,0.155049223,6.999811172,26.35836792,Neutral grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,BALDER EAST,North East,5.26692E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UH,Redacted,Not Applicable,400521,519972,16.33652115,0.293112513,3.529783726,2.931125164,Heather grassland,0.05,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,BALDERSDALE BLACKTON,North East,5.64525E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UX,Redacted,Not Applicable,393125,517971,4.040528774,0.070637667,11.06202412,317.8695068,Broadleaved woodland,0.1,Woodland,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,BALDERSDALE BUCKSWELL,North East,2.42249E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UU,Redacted,Not Applicable,395580,519766,6.357960701,0.111425077,5.883282185,4.45700264,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,4,0.75,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,BALDERSDALE CROOK,North East,7.01167E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9PN,Redacted,Not Applicable,400496,519073,1.965970159,0.034326125,5.674433708,0.343261212,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,BALDERSDALE DEXTER,North East,9.38015E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UT,Redacted,Not Applicable,397258,520768,7.403966904,0.129947728,5.729502678,5.197908878,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,4,0.75,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,BALDERSDALE DYKES,North East,1.52711E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UU,Redacted,Not Applicable,395197,519614,6.690741062,0.117309176,4.445527554,1.173091769,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,BALDERSDALE EAST FRIAR,North East,5.27876E+11,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UP,Redacted,Not Applicable,394758,518159,5.154045105,0.090198481,8.040532112,25.25557518,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,BALDERSDALE FIDDLER,North East,4.39446E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UW,Redacted,Not Applicable,397161,518950,2.578128576,0.045027225,7.194832325,2.701633453,Heather grassland,0.05,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,BALDERSDALE FOULSYKE,North East,2.37492E+11,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UX,Redacted,Not Applicable,392059,518997,3.752617121,0.065589337,6.12553978,1.967679977,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,BALDERSDALE HIGH CORN,North East,8.70251E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UN,Redacted,Not Applicable,398808,518958,2.392716408,0.041785073,8.655855179,10.02841759,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,BALDERSDALE HOWGILL,North East,3.09096E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UU,Redacted,Not Applicable,395898,520356,1.340863705,0.02340676,6.05731535,0.234067589,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,BALDERSDALE HURY,North East,3.08946E+11,Pole Mounted,25,Not Applicable,7,7,Distribution,Unknown,20,0.4,26.6,HARMIRE BRIDGE,DL12 9UU,DL12 9UU,Not Applicable,395962,519816,8.988787651,0.158183845,6.711531639,20.56389999,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,5,1,0.75,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,BALDERSDALE PITCHER,North East,9.49053E+11,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UP,Redacted,Not Applicable,395453,518554,1.823687077,0.031840097,6.442760944,0.636801958,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,2,0.25,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,BALDERSDALE SCHOOL,North East,5.88646E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UU,Redacted,Not Applicable,394641,519237,9.363482475,0.164894177,5.89679575,9.893651009,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,5,1,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,BALDERSDALE THORNGARTH,North East,1.45887E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UU,Redacted,Not Applicable,396365,520046,2.728837252,0.047663239,5.346179962,0.476632416,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,BALDERSDALE WATERKNOTT,North East,80796359393,Pole Mounted,50,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UX,Redacted,Not Applicable,392465,517577,5.265012264,0.092151324,5.785520554,2.764539719,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,BALDERSDALE WEST FRIAR,North East,7.42913E+11,Pole Mounted,8,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UP,Redacted,Not Applicable,394435,517971,4.44510603,0.077737764,4.856999397,0.777377605,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,BALDERSDALE WEST PARK,North East,6.45806E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9UJ,Redacted,Not Applicable,399675,519954,2.799030066,0.04889119,6.707037449,1.955647588,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,BOLDRON COW CLOSE,North East,1.29915E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,,DL12 9JN,Redacted,Not Applicable,401044,514713,0.554913104,0.009685364,8.038336754,0.290560901,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,1,0,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,BOWES,North East,8.3596E+11,Pole Mounted,100,Not Applicable,48,48,Distribution,Unknown,20,0.4,124.2,HARMIRE BRIDGE,DL12 9HH,"DL12 9LL, DL12 9LJ, DL12 9LQ, DL12 9HH, DL12 9RH, DL12 9HN, DL12 9LH, DL12 9LD, DL12 9LG, DL12 9HJ, DL12 9LE",Not Applicable,399338,513585,2.095006466,0.036581065,7.220247746,1.829053283,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,BOWES BAR GAP,North East,7.39777E+11,Pole Mounted,16,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9RL,Redacted,Not Applicable,395934,510626,0.159984022,0.002792255,8.183490753,0.02792255,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,1,0,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,BOWES CARAVAN,North East,5.1406E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9HZ,Redacted,Not Applicable,399463,514111,3.294601917,0.05756511,5.157423496,0.575651109,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,BOWES EAST STONEY,North East,7.48466E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9JB,Redacted,Not Applicable,398146,515080,4.765310764,0.083362667,8.71896553,42.51496124,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,BOWES FOUNTAIN,North East,9.63295E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9JQ,Redacted,Not Applicable,399188,515073,3.148771286,0.05501182,10.37327671,96.82080078,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,BOWES LOW BROATS,North East,4.43852E+11,Pole Mounted,15,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9JP,Redacted,Not Applicable,401020,513587,2.374652386,0.04146925,5.485388279,0.414692491,Arable and horticulture,0.03,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
